rumor_summary,rumor_keywords,rumor_publishTime,rumor_editor,rumor_sourceText,split_keywords
,"暴雨,自来水,城市,清退,诈骗",2023-08-02 16:24:45,闫丹丹,中国互联网联合辟谣平台,"['暴雨', '自来水', '城市', '清退', '诈骗']"
,"大运会,肝炎,预防,成都,体育中心",2023-08-01 17:48:22,闫丹丹,中国互联网联合辟谣平台,"['大运会', '肝炎', '预防', '成都', '体育中心']"
,,2023-07-31 16:59:52,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-07-28 19:16:04,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-07-27 17:41:50,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-07-26 19:27:25,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-07-25 17:36:22,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-07-24 19:16:32,闫丹丹,中国互联网联合辟谣平台,['']
,"高温,暴雨,洪涝,皮肤病,名义",2023-07-21 18:45:25,闫丹丹,中国互联网联合辟谣平台,"['高温', '暴雨', '洪涝', '皮肤病', '名义']"
真相：近日，一则“珠海大桥抛尸”并配有警车等照片的图文信息在多个微信群传播，引发网民关注。,"西安市,信息,珠海,高温,科普",2023-07-20 18:13:57,闫丹丹,中国互联网联合辟谣平台,"['西安市', '信息', '珠海', '高温', '科普']"
2023年7月19日谣言：真相：近近期，我国北方多地高温“超长待机”，江南、华南一带也加入高温“群聊”。,"高温,科普,多地,出现,天气",2023-07-19 18:30:36,闫丹丹,中国互联网联合辟谣平台,"['高温', '科普', '多地', '出现', '天气']"
从7月7日开始，“今日科普”栏目将聚焦近期气候特征，针对舆论关注的持续高温、暴雨、地质灾害等进行系列科普，澄清误区。,"高温,科普,多地,出现,天气",2023-07-18 19:03:11,闫丹丹,中国互联网联合辟谣平台,"['高温', '科普', '多地', '出现', '天气']"
2023年7月117日谣言：真相：近期，我国北方多地高温“超长待机”，江南、华南一带也加入高温“群聊”。,"高温,科普,多地,出现,天气",2023-07-17 19:46:08,闫丹丹,中国互联网联合辟谣平台,"['高温', '科普', '多地', '出现', '天气']"
近期，我国北方多地高温“超长待机”，江南、华南一带也加入高温“群聊”。,"高温,真相,天气,谣言,科普",2023-07-14 17:01:34,闫丹丹,中国互联网联合辟谣平台,"['高温', '真相', '天气', '谣言', '科普']"
2023年7月13日谣言：真相：近谣言：真相：近近期，我国北方多地高温“超长待机”，江南、华南一带也加入高温“群聊”。,"高温,真相,天气,谣言,科普",2023-07-13 17:45:32,闫丹丹,中国互联网联合辟谣平台,"['高温', '真相', '天气', '谣言', '科普']"
2023年7月12日谣言：真相：近近期，我国北方多地高温“超长待机”，江南、华南一带也加入高温“群聊”。,"高温,真相,天气,误区,科普",2023-07-12 18:23:45,闫丹丹,中国互联网联合辟谣平台,"['高温', '真相', '天气', '误区', '科普']"
真相：近近期，我国北方多地高温“超长待机”，江南、华南一带也加入高温“群聊”。,"高温,科普,真相,天气,谣言",2023-07-11 17:45:20,闫丹丹,中国互联网联合辟谣平台,"['高温', '科普', '真相', '天气', '谣言']"
2023年7月10日辟谣：真相：中近期，我国北方多地高温“超长待机”，江南、华南一带也加入高温“群聊”。,"高温,科普,多地,出现,天气",2023-07-10 18:19:22,闫丹丹,中国互联网联合辟谣平台,"['高温', '科普', '多地', '出现', '天气']"
2023年7月7日谣言：真相：近谣言：真相：近误区：真相：提示：详情：中监制：荆克 屈绍辉 编辑：芮静 设计：肖丽丽 尹路。,"真相,谣言,屈绍辉,详情,提示",2023-07-07 18:18:53,闫丹丹,中国互联网联合辟谣平台,"['真相', '谣言', '屈绍辉', '详情', '提示']"
2023年7月6日谣言：真相：根误区：真相：水提示：详情：监制：荆克 屈绍辉 编辑：周文婧 设计：肖丽丽 尹路责任编辑： 闫丹丹。,"真相,责任编辑,屈绍辉,提示,详情",2023-07-06 18:02:21,闫丹丹,中国互联网联合辟谣平台,"['真相', '责任编辑', '屈绍辉', '提示', '详情']"
2023年7月5日谣言：真相：日谣言：真相：误区：真相：通报：详情：监制：荆克 屈绍辉 编辑：李然 设计：肖丽丽 尹路。,"真相,谣言,屈绍辉,详情,误区",2023-07-05 18:02:29,闫丹丹,中国互联网联合辟谣平台,"['真相', '谣言', '屈绍辉', '详情', '误区']"
2023年7月4日谣言：真相：近误区：长真相：此提示：@详情：为监制：荆克 屈绍辉 编辑：周文婧 设计：肖丽丽 尹路。,"真相,屈绍辉,编辑,设计,误区",2023-07-04 17:53:04,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '编辑', '设计', '误区']"
2023年7月3日谣言：真相：6误区：真相：提示：详情：七监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,设计,误区",2023-07-03 18:17:18,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '设计', '误区']"
2023年6月30日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：李雪芹 设计：肖丽丽 尹路。,"真相,李雪芹,屈绍辉,提示,详情",2023-06-30 17:21:19,闫丹丹,中国互联网联合辟谣平台,"['真相', '李雪芹', '屈绍辉', '提示', '详情']"
近日，有网民向上海辟谣平台转发一则聊天记录，提到“上海医院门诊检查出猴痘飞沫传播”，称“复旦系的医院已经要求上防护”，希望求证真伪。,高校招生，猴痘病毒,2023-06-29 16:45:04,闫丹丹,中国互联网联合辟谣平台,['高校招生，猴痘病毒']
6月27日，农业农村部、中华全国供销合作总社先后发布郑重声明称，其从未联合制发过上述文件，从未设立过文件中所提的“农商资源整合补贴”“土地认养补贴”等政策，也从未联合组织过相关活动。请社会各界提高警惕，谨防上当受骗。如已造成损失，请及时向公安机关报案。,"真相,谣言,屈绍辉,详情,提示",2023-06-28 17:17:30,闫丹丹,中国互联网联合辟谣平台,"['真相', '谣言', '屈绍辉', '详情', '提示']"
2023年6月27日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：董晋 设计：肖丽丽 尹路。,景区，涨价，招生，燃气,2023-06-27 16:54:35,闫丹丹,中国互联网联合辟谣平台,['景区，涨价，招生，燃气']
2023年6月26日谣言：真相：误区：真相：提示：详情：监制：荆克 屈绍辉 编辑：董晋 设计：肖丽丽 尹路。,"真相,屈绍辉,提示,详情,误区",2023-06-26 15:26:42,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '提示', '详情', '误区']"
2023年6月25日谣言：真相：近关注：详情：今通报：公详情：校监制：荆克 屈绍辉 编辑：董晋 设计：肖丽丽 尹路。,今日辟谣,2023-06-25 18:51:48,闫丹丹,中国互联网联合辟谣平台,['今日辟谣']
2023年6月21日谣言：女真相：6谣言：上真相：上误区：瞳真相：瞳提示：中详情：针监制：荆克 屈绍辉 编辑：闫丹丹 设计：肖丽丽 尹路。,"真相,谣言,屈绍辉,详情,提示",2023-06-21 19:38:22,闫丹丹,中国互联网联合辟谣平台,"['真相', '谣言', '屈绍辉', '详情', '提示']"
,,2023-06-20 18:55:48,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-06-19 18:13:54,闫丹丹,中国互联网联合辟谣平台,['']
真相：近期，网络平台流传“成都大运会期间全市范围内在建工程项目要全部停工”相关信息，还列出了一张“2023成都开大运会停工时间表”。,"停工,大运会,黄瓜,期间,放假",2023-06-16 17:19:37,闫丹丹,中国互联网联合辟谣平台,"['停工', '大运会', '黄瓜', '期间', '放假']"
真相：近日，“成都某医院围墙垮塌，患者跑到大街上”的消息在网上流传，引发关注。,"血液,患者,病毒,生命,我国",2023-06-15 17:36:57,闫丹丹,中国互联网联合辟谣平台,"['血液', '患者', '病毒', '生命', '我国']"
2023年6月14日谣言：网传图片显示三峡大坝“着火”和“决堤”。,"三峡,大坝,考生,高温,决堤",2023-06-14 17:28:54,闫丹丹,中国互联网联合辟谣平台,"['三峡', '大坝', '考生', '高温', '决堤']"
,,2023-06-13 18:02:17,闫丹丹,中国互联网联合辟谣平台,['']
真相：近期，有不法分子假冒中国商飞开发一款名为“大飞机”的APP程序，并在其中发布“中国商飞小额期权”、“中国商飞股份期权”、“ARJ21私募基金”、“C919私募基金”、误区：夏季防痛风，可以用冰镇饮料代替啤酒来解暑。,"中国,商飞,私募,基金,真相",2023-06-12 17:35:52,闫丹丹,中国互联网联合辟谣平台,"['中国', '商飞', '私募', '基金', '真相']"
,,2023-06-09 17:51:04,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-06-08 18:12:36,闫丹丹,中国互联网联合辟谣平台,['']
,"财政部,发行,度数,近视,债券",2023-06-07 19:14:42,闫丹丹,中国互联网联合辟谣平台,"['财政部', '发行', '度数', '近视', '债券']"
,"排除,真相,科学家,实验室,中国",2023-06-06 18:10:58,闫丹丹,中国互联网联合辟谣平台,"['排除', '真相', '科学家', '实验室', '中国']"
,"电价,牙膏,中央网信办,优化,济南",2023-06-05 19:02:04,闫丹丹,中国互联网联合辟谣平台,"['电价', '牙膏', '中央网信办', '优化', '济南']"
,,2023-06-02 16:27:42,闫丹丹, 中国互联网联合辟谣平台,['']
,"医护人员,医院,二手,信息,招聘",2023-06-01 17:22:35,闫丹丹,中国互联网联合辟谣平台,"['医护人员', '医院', '二手', '信息', '招聘']"
,"详情,屈绍辉,提示,监制,热点",2023-05-31 17:28:58,闫丹丹,中国互联网联合辟谣平台,"['详情', '屈绍辉', '提示', '监制', '热点']"
,,2023-05-30 18:20:51,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-29 18:09:05,闫丹丹, 中国互联网联合辟谣平台,['']
,"详情,李雪芹,屈绍辉,声明,误区",2023-05-26 18:15:40,闫丹丹,中国互联网联合辟谣平台,"['详情', '李雪芹', '屈绍辉', '声明', '误区']"
,"详情,矿泉水,八达岭,屈绍辉,提示",2023-05-25 17:23:22,闫丹丹,中国互联网联合辟谣平台,"['详情', '矿泉水', '八达岭', '屈绍辉', '提示']"
,"真相,屈绍辉,设计,热点,误区",2023-05-24 17:07:49,闫丹丹,中国互联网联合辟谣平台,"['真相', '屈绍辉', '设计', '热点', '误区']"
,,2023-05-23 16:38:46,闫丹丹, 中国互联网联合辟谣平台,['']
,,2023-05-22 17:29:44,闫丹丹,中国互联网联合辟谣平台,['']
,"详情,屈绍辉,提示,编辑,监制",2023-05-19 17:30:03,闫丹丹,中国互联网联合辟谣平台,"['详情', '屈绍辉', '提示', '编辑', '监制']"
,,2023-05-18 18:34:10,闫丹丹,中国互联网联合辟谣平台,['']
,"详情,屈绍辉,监制,热点,误区",2023-05-17 17:08:21,闫丹丹,中国互联网联合辟谣平台,"['详情', '屈绍辉', '监制', '热点', '误区']"
,,2023-05-16 18:02:43,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-15 18:52:24,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-12 17:25:38,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-11 19:09:15,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-10 17:40:04,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-09 17:10:31,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-08 18:38:03,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-06 17:22:20,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-05 17:20:47,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-05-04 17:36:21,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-28 19:53:33,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-27 17:04:46,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-26 18:05:53,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-25 17:53:43,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-24 16:56:52,闫丹丹, 中国互联网联合辟谣平台,['']
,,2023-04-23 18:31:10,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-21 18:10:52,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-20 18:26:55,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-19 18:41:24,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-18 20:05:59,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-17 18:15:42,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-14 18:04:10,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-13 16:45:03,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-12 17:38:07,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-11 18:03:02,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-10 17:45:22,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-07 18:41:00,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-06 18:05:30,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-04 17:04:42,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-04-03 18:34:45,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-31 17:18:17,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-30 17:53:43,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-29 17:31:14,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-28 18:18:22,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-27 16:53:42,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-24 18:05:26,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-23 18:35:14,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-22 17:44:56,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-21 17:18:44,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-20 17:51:04,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-17 19:04:39,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-16 16:47:37,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-15 17:45:53,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-14 17:08:34,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-13 18:18:11,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-10 18:00:21,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-09 17:21:15,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-08 17:39:22,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-07 18:00:58,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-06 18:51:49,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-03 17:02:34,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-02 18:21:37,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-03-01 18:55:24,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-28 19:24:34,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-27 19:31:19,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-24 18:10:29,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-23 19:00:05,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-22 18:59:51,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-21 18:59:27,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-20 18:54:45,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-17 19:23:46,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-16 18:57:09,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-15 19:12:22,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-14 19:00:57,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-13 19:12:19,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-10 19:48:52,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-09 19:05:52,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-08 17:53:01,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-07 17:57:26,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-06 18:51:59,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-03 18:17:39,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-02 18:55:25,闫丹丹,中国互联网联合辟谣平台,['']
,,2023-02-01 20:37:23,闫丹丹,中国互联网联合辟谣平台,['']
